user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_00079,chrisrichard@example.org,Ebony,Harper,30,Male,USA,Massachusetts,East Marie,Premium,30-09-2024,1,17.62,Tablet,3,24-01-2026 09:22
user_00080,wbishop@example.net,Jesus,Collins,21,Male,Canada,Manitoba,West Erika,Standard,21-12-2023,1,7.47,Gaming Console,1,24-01-2026 14:16
user_00088,david56@example.com,Patricia,Morgan,38,Other,Canada,Alberta,Holtstad,Standard,27-12-2024,1,10.87,Laptop,4,24-01-2026 15:28
user_00089,manuel15@example.net,Kirk,Jackson,32,Unknown,Canada,Quebec,Sergiostad,Standard,29-05-2023,1,13.56,Gaming Console,2,24-01-2026 04:14
user_00090,william20@example.org,Austin,Young,20,Male,USA,Missouri,Patrickshire,Standard,26-05-2024,1,22.14,Tablet,3,24-01-2026 10:12
user_00092,nlewis@example.com,James,Farrell,20,Male,Canada,Quebec,Lake Sean,Premium,06-01-2025,1,6.55,Gaming Console,4,24-01-2026 03:43
user_00093,patricia22@example.com,David,Conner,31,Female,USA,Virginia,Johnsonside,Premium1,27-12-2023,1,16.17,Mobile,3,24-01-2026 16:10
user_00099,sarah53@example.org,Wendy,Jimenez,20,Female,USA,New York,Johnsonfurt,Premium,26-06-2025,0,14.89,Smart TV,4,24-01-2026 03:20
user_00100,campbellcarla@example.net,Justin,Boone,22,Female,USA,North Carolina,West Jessica,Premium,07-09-2023,1,13.56,Mobile,4,24-01-2026 00:00
user_00101,angela16@example.net,Kathy,Bryan,14,Male,USA,Illinois,North Phillip,Premium1,04-04-2024,1,28.98,Smart TV,1,24-01-2026 13:21
user_00102,cporter@example.org,Jennifer,Stone,45,Female,USA,Missouri,West Sarah,Premium,27-01-2023,1,13.56,Smart TV,3,24-01-2026 02:08
user_00111,gregorychase@example.com,Zachary,Morales,101,Female,Canada,Manitoba,East Thomas,Basic,09-08-2022,1,8.26,Desktop,3,24-01-2026 15:38
user_00112,kevin90@example.com,Heather,Contreras,33,Male,USA,Arizona,Erikhaven,Standard,27-08-2024,1,28.67,Mobile,5,24-01-2026 05:49
user_00116,andersenthomas@example.com,Hector,Cannon,37,Prefer not to say,USA,Illinois,Victoriafurt,Standard,12-03-2025,0,11.76,Tablet,2,24-01-2026 08:52
user_00120,dpeters@example.com,Kristi,Horton,39,Male,USA,Maryland,West Nicholas,Basic,23-04-2023,1,8.61,Tablet,2,24-01-2026 14:31
user_00123,burgesskaren@example.org,Randy,Arnold,35,Male,USA,Illinois,Owensstad,Premium,15-05-2023,1,7.55,Tablet,6,24-01-2026 19:53
user_00124,robin55@example.com,Anna,Figueroa,55,Unknown,USA,Indiana,Angelashire,Premium,21-06-2023,1,38.42,Smart TV,2,24-01-2026 15:07
user_00126,combscharles@example.net,Kathy,Taylor,6,Other,Canada,Saskatchewan,Lake Edwardborough,Premium,15-09-2023,1,10.26,Laptop,3,24-01-2026 04:37
user_00129,pbruce@example.com,Patricia,Hall,46,Female,USA,North Carolina,Brandonland,Premium,13-04-2025,1,8.2,Tablet,5,24-01-2026 13:40
user_00131,brian63@example.org,Cassie,Novak,54,Male,USA,Arizona,Lake Joshuamouth,Basic,09-04-2023,1,13.08,Mobile,3,24-01-2026 07:06
user_00132,bartonkenneth@example.org,Christopher,James,61,Female,USA,North Carolina,Stewartville,Basic,07-08-2022,1,13.56,Laptop,3,24-01-2026 02:08
user_00133,andersonjacob@example.com,Dakota,Gomez,18,Female,Canada,Prince Edward Island,Michelletown,Standard,29-10-2023,1,2.83,Laptop,5,24-01-2026 06:49
user_00134,ginajackson@example.com,Joseph,Brown,59,Female,Canada,Saskatchewan,Robertfort,Premium1,01-09-2023,1,4.01,Desktop,4,24-01-2026 23:13
user_00135,stephentaylor@example.org,Martin,Brock,16,Male,USA,Georgia,Cookberg,Premium,19-07-2023,1,15.86,Gaming Console,2,24-01-2026 20:43
user_00139,tammy61@example.org,Jonathan,Griffin,45,Female,USA,Massachusetts,Bartonshire,Standard,15-08-2023,1,17.44,Laptop,3,24-01-2026 15:31
user_00140,fknapp@example.org,Michael,Gibson,51,Male,USA,Arizona,Baileyville,Standard,01-10-2024,0,22.42,Smart TV,3,24-01-2026 08:38
user_00142,daniellereynolds@example.org,Shannon,Price,35,Male,USA,Wisconsin,West Karen,Basic,25-04-2024,1,14,Desktop,1,24-01-2026 03:14
user_00143,qwilson@example.com,Candice,Matthews,36,Female,USA,Illinois,Meganburgh,Basic,04-05-2025,1,13.02,Smart TV,1,24-01-2026 21:33
user_00144,allendaryl@example.com,William,Carlson,59,Female,Canada,Alberta,Lopezside,Standard,01-04-2024,1,38.32,Laptop,1,24-01-2026 15:40
user_00145,megan90@example.com,Todd,Ochoa,35,Female,USA,North Carolina,Cohenchester,Premium1,19-01-2024,1,10.81,Mobile,2,24-01-2026 06:59
user_00146,antonio38@example.com,Kimberly,Dunn,29,Male,USA,Illinois,West Kimberlystad,Premium1,11-11-2024,0,23.27,Gaming Console,3,24-01-2026 17:50
user_00148,christinaglover@example.org,Ashley,Carlson,9,Female,USA,New Jersey,Tiffanyport,Premium,20-04-2024,1,7.45,Gaming Console,5,24-01-2026 18:42
user_00149,riddlemichelle@example.org,John,Poole,18,Female,Canada,Newfoundland and Labrador,Thomasview,Standard,17-09-2023,1,2.54,Gaming Console,4,24-01-2026 22:44
user_00150,rrobertson@example.net,Shawn,Murphy,44,Male,Canada,Manitoba,Lake Teresastad,Premium1,21-12-2024,1,16.45,Gaming Console,1,24-01-2026 01:37
user_00154,perezchristopher@example.org,Lawrence,Taylor,51,Female,Canada,Saskatchewan,North Alyssa,Basic,31-05-2024,1,18.18,Smart TV,2,24-01-2026 06:35
user_00155,samanthajensen@example.com,Christopher,Taylor,43,Female,Canada,Quebec,Bellchester,Premium,16-12-2024,1,18.64,Mobile,3,24-01-2026 11:17
user_00156,angelagreene@example.net,Kimberly,Abbott,31,Male,USA,Virginia,New Catherine,Basic,29-10-2024,1,13.56,Tablet,2,24-01-2026 11:59
user_00157,pcruz@example.com,Allison,Hatfield,35,Unknown,USA,Texas,South Michelle,Standard,06-09-2023,1,2.88,Tablet,8,24-01-2026 18:35
user_00159,amandamyers@example.net,Kyle,Blair,28,Female,USA,Illinois,East Christopherchester,Basic,11-12-2023,1,13.56,Desktop,2,24-01-2026 10:46
user_00160,smithderrick@example.org,Tyler,Mills,11,Male,USA,Florida,West David,Premium,13-10-2024,0,17.58,Smart TV,8,24-01-2026 12:38
user_00162,joycesmith@example.org,Brandon,Reyes,35,Male,USA,Tennessee,Port Austin,Basic,05-04-2023,0,17.7,Laptop,5,24-01-2026 06:30
user_00163,margaret95@example.org,Harry,Finley,26,Female,USA,Wisconsin,Clineport,Basic,04-11-2022,1,13.56,Mobile,1,24-01-2026 15:35
user_00164,anne49@example.org,Micheal,Cuevas,21,Male,USA,Maryland,East Adam,Standard,28-08-2022,1,2.92,Gaming Console,2,24-01-2026 13:58
user_00165,aaron64@example.org,Alyssa,Barnes,35,Prefer not to say,USA,Illinois,Lake Joshua,Premium,07-05-2025,1,24,Mobile,3,24-01-2026 03:34
user_00166,fvillegas@example.net,William,Jones,38,Female,USA,Michigan,Batesberg,Standard,17-06-2023,1,16.94,Mobile,1,24-01-2026 04:36
user_00175,lweaver@example.com,Christopher,Guzman,45,Female,USA,Florida,Smithborough,Standard,10-08-2023,1,3.87,Mobile,3,24-01-2026 07:40
user_00182,farmstrong@example.org,Michael,Miller,26,Female,USA,Maryland,North Anthony,Basic,01-07-2024,1,9.86,Laptop,1,24-01-2026 18:44
user_00183,kristen77@example.net,Christopher,Lopez,22,Male,USA,Indiana,Jacobton,Premium,26-11-2023,0,1.59,Desktop,3,24-01-2026 14:55
user_00189,dennismccann@example.com,Joseph,Jacobs,21,Male,USA,Arizona,South Jason,Premium,22-10-2024,1,13.56,Mobile,4,24-01-2026 12:59
user_00190,collinswilliam@example.org,Glenn,Hood,34,Male,Canada,Newfoundland and Labrador,South Brentstad,Basic,29-05-2023,1,18.15,Desktop,1,24-01-2026 08:31
user_00191,allentracy@example.com,Susan,Matthews,42,Female,USA,New York,Frankview,Standard,10-06-2023,1,17.15,Desktop,3,24-01-2026 22:46
user_00193,wwoodard@example.com,Jeffery,Byrd,35,Male,USA,Texas,North Williamstad,Standard,25-06-2023,1,36.86,Desktop,4,24-01-2026 06:08
user_00195,ldoyle@example.net,Matthew,Parks,23,Female,USA,Massachusetts,Williamburgh,Premium,19-06-2023,1,43.11,Gaming Console,4,24-01-2026 16:30
user_00196,staceylam@example.net,Jeffrey,Garner,20,Male,Canada,Prince Edward Island,Frenchmouth,Standard,14-05-2023,1,17.27,Gaming Console,3,24-01-2026 20:07
user_00197,obrown@example.net,Thomas,Mason,30,Male,USA,Washington,Robertberg,Standard,24-07-2025,1,13.56,Desktop,4,24-01-2026 19:29
user_00202,stanleydesiree@example.org,Hannah,Wallace,41,Female,USA,Indiana,Thomasberg,Standard,01-09-2024,1,12.97,Laptop,3,24-01-2026 14:09
user_00203,cindy26@example.org,Justin,Jimenez,23,Female,USA,California,Marieborough,Premium,10-09-2024,1,13.98,Smart TV,3,24-01-2026 04:53
user_00205,shinton@example.com,Brendan,Sawyer,52,Female,USA,Massachusetts,Lauriemouth,Basic,19-10-2024,1,13.93,Desktop,1,24-01-2026 08:38
user_00206,christianelizabeth@example.org,Michael,Friedman,39,Male,USA,Arizona,West Lisaburgh,Standard,15-10-2023,0,6.42,Laptop,4,24-01-2026 09:47
user_00208,timothyfreeman@example.com,Brandon,Pena,36,Male,USA,New Jersey,Lake Morgan,Premium,19-11-2023,1,3.31,Smart TV,2,24-01-2026 07:54
user_00211,connersylvia@example.net,Pamela,Pena,35,Prefer not to say,USA,North Carolina,Michaelton,Standard,12-02-2025,0,33.88,Desktop,2,24-01-2026 08:09
user_00215,spetty@example.org,Raymond,Waller,38,Male,USA,Wisconsin,East Robert,Premium,11-02-2025,1,18.18,Smart TV,4,24-01-2026 03:05
user_00217,hstokes@example.org,Oscar,Santiago,32,Female,Canada,Nova Scotia,Karenburgh,Standard,19-08-2024,1,8.09,Smart TV,2,24-01-2026 09:03
user_00219,rfrye@example.com,Alexander,Harris,15,Female,USA,Texas,Lake Janet,Standard,06-11-2024,1,11.49,Gaming Console,5,24-01-2026 14:25
user_00224,clarkcrystal@example.org,Mary,Medina,45,Male,Canada,Manitoba,Lake Ginatown,Premium,25-09-2024,1,16.26,Smart TV,1,24-01-2026 15:13
user_00225,lauragrant@example.net,Rhonda,Hughes,43,Male,USA,Georgia,Stewartfurt,Standard,10-03-2024,1,24.73,Desktop,3,24-01-2026 23:58
user_00226,howardwesley@example.com,Catherine,Hubbard,38,Male,USA,Missouri,Fostertown,Standard,20-01-2023,1,10.85,Mobile,2,24-01-2026 09:13
user_00232,michaelwalker@example.net,Dennis,Sanders,13,Male,USA,Tennessee,Port Tamara,Premium,08-11-2024,0,21.77,Gaming Console,2,24-01-2026 04:34
user_00233,jillwebb@example.com,Jeffery,Hall,40,Unknown,USA,Massachusetts,Jimborough,Standard,01-10-2023,1,20.37,Laptop,3,24-01-2026 06:41
user_00235,tommy79@example.org,Scott,Jones,51,Female,USA,North Carolina,East Jacob,Premium,22-05-2024,1,13.56,Smart TV,3,24-01-2026 04:39
user_00236,jennifer77@example.com,Brittany,Johnson,26,Female,USA,New Jersey,New Brittany,Premium,21-06-2024,1,15.05,Smart TV,1,24-01-2026 14:52
user_00237,jacksonsandra@example.net,Carol,Johns,23,Male,USA,New Jersey,East Shanefort,Premium,04-02-2023,1,26.57,Mobile,2,24-01-2026 06:58
user_00239,davisdonna@example.net,Penny,Boyd,49,Male,USA,Texas,Lake Alyssabury,Standard,14-12-2024,1,13.56,Desktop,3,24-01-2026 21:26
user_00240,eanderson@example.org,Justin,Scott,44,Male,USA,Florida,New Alexandrahaven,Basic,17-09-2023,1,28.4,Mobile,4,24-01-2026 05:12
user_00241,jcox@example.com,Jose,Cunningham,21,Female,USA,Illinois,Fischerchester,Premium,13-02-2023,1,9.01,Tablet,1,24-01-2026 21:14
user_00247,bmosley@example.com,Jonathan,Schultz,21,Female,USA,Pennsylvania,Port Leslie,Standard,19-02-2024,1,16.27,Desktop,3,24-01-2026 18:50
user_00252,sclark@example.com,Melissa,Hayes,35,Female,USA,New Jersey,Port Cory,Standard,30-12-2024,1,27.96,Tablet,2,24-01-2026 16:58
user_00254,gcombs@example.com,Jordan,Castro,41,Female,Canada,Newfoundland and Labrador,Andrewville,Premium,09-03-2025,1,13.06,Laptop,2,24-01-2026 22:37
user_00256,martinjeremy@example.com,Jennifer,Nelson,39,Female,USA,Texas,Juliehaven,Premium,29-10-2023,1,10.65,Gaming Console,2,24-01-2026 08:25
user_00258,penanicole@example.com,John,Ramos,38,Female,USA,Michigan,New Mary,Premium,09-09-2022,1,859.24,Laptop,2,24-01-2026 03:06
user_00260,aparker@example.com,Kevin,Mills,35,Male,USA,Indiana,Justinside,Basic,24-08-2024,1,10.23,Smart TV,3,24-01-2026 05:56
user_00266,timothy43@example.com,Michelle,Mcpherson,47,Male,USA,New York,Nguyenburgh,Basic,03-05-2024,1,37.67,Laptop,7,24-01-2026 01:37
user_00268,tonystewart@example.net,Linda,Quinn,32,Female,USA,Michigan,Howardberg,Standard,12-04-2025,1,5.47,Desktop,2,24-01-2026 02:00
user_00272,smithsamantha@example.net,Sarah,Mcdonald,39,Other,USA,New York,Angelachester,Premium,19-12-2024,1,20.08,Laptop,1,24-01-2026 15:42
user_00278,deleonsandra@example.com,Nichole,Butler,30,Prefer not to say,Canada,Quebec,Lake Denise,Basic,26-06-2024,0,20.38,Tablet,7,24-01-2026 06:36
user_00284,marshallsierra@example.org,Donna,Lin,35,Male,USA,Arizona,Michellefurt,Premium,10-07-2025,0,1.72,Laptop,3,24-01-2026 04:07
user_00285,lopezvincent@example.com,Bernard,Cook,35,Prefer not to say,USA,New Jersey,North Michael,Basic,26-08-2023,1,22.62,Laptop,3,24-01-2026 14:06
user_00290,kwells@example.org,Antonio,Schaefer,26,Male,USA,Illinois,Lake Emily,Standard,09-11-2024,1,5.31,Laptop,2,24-01-2026 22:02
user_00293,stevenlucas@example.org,Hector,Long,43,Male,USA,Indiana,Johnsonmouth,Premium,26-03-2025,1,3.05,Smart TV,4,24-01-2026 10:34
user_00294,davisjasmin@example.net,Christopher,Acosta,48,Female,USA,Indiana,Pierceton,Premium1,27-04-2025,1,26.48,Gaming Console,2,24-01-2026 06:53
user_00297,thomasantonio@example.net,Mark,Williams,34,Unknown,USA,California,East Emily,Premium,26-06-2025,1,18.6,Smart TV,3,24-01-2026 04:40
user_00298,marcus61@example.com,Kelly,Martinez,43,Male,USA,Pennsylvania,Alisonhaven,Premium,02-09-2024,1,18.17,Tablet,5,24-01-2026 02:37
user_00301,jonathan14@example.com,Katie,Jennings,29,Female,Canada,Manitoba,Ramseytown,Standard,02-03-2023,1,2.33,Laptop,7,24-01-2026 08:29
user_00302,probles@example.org,Eric,Mcclain,21,Male,Canada,Nova Scotia,Bowerschester,Premium,02-02-2025,1,19.47,Mobile,6,24-01-2026 08:49
user_00303,clarkgina@example.com,Tara,Pittman,35,Male,Canada,New Brunswick,Simsburgh,Premium1,23-02-2023,1,6.93,Desktop,1,24-01-2026 09:16
user_00308,collinspatricia@example.net,Brent,Ruiz,35,Prefer not to say,USA,Ohio,South Brianchester,Standard,14-02-2023,1,2.61,Gaming Console,7,24-01-2026 06:33
user_00310,hollyortega@example.com,Tony,Alvarez,59,Female,Canada,Prince Edward Island,Murrayburgh,Standard,20-11-2024,1,19.72,Laptop,3,24-01-2026 23:12
user_00311,nguyendebra@example.com,Richard,Allen,24,Male,USA,Arizona,South Patrick,Standard,18-03-2023,1,13.56,Tablet,3,24-01-2026 00:59
user_00312,amy32@example.net,Jodi,Wilson,32,Female,USA,Michigan,Angelamouth,Standard,05-07-2023,1,24.84,Gaming Console,4,24-01-2026 11:01
user_00313,pmurphy@example.net,Christopher,Clay,33,Other,Canada,New Brunswick,Lake Edward,Premium,03-10-2023,1,7.9,Laptop,5,24-01-2026 11:31
user_00316,mary24@example.net,Dennis,Wong,29,Female,USA,California,Barrettberg,Standard,30-12-2022,1,34.49,Desktop,4,24-01-2026 22:12
user_00319,bergeramanda@example.org,Shawn,Berry,35,Male,Canada,Ontario,Gomezport,Premium,01-02-2023,1,10.59,Desktop,3,24-01-2026 04:15
user_00323,jacksonraymond@example.com,Julie,James,35,Female,USA,Georgia,Bakerhaven,Premium,15-08-2022,1,13.56,Mobile,1,24-01-2026 21:39
user_00324,davisamanda@example.com,Cheryl,Rogers,62,Male,USA,Missouri,West Destinyfurt,Premium1,26-11-2024,1,33.35,Desktop,3,24-01-2026 08:19
user_00335,watkinsmatthew@example.org,Donald,Jackson,46,Female,USA,Virginia,South John,Premium,26-12-2022,1,24.34,Mobile,6,24-01-2026 04:41
user_00337,carlsonjennifer@example.net,Courtney,Bailey,42,Female,USA,New York,East David,Premium1,10-06-2024,1,19.57,Laptop,2,24-01-2026 18:37
user_00343,cbaird@example.com,Ronald,Mendoza,25,Male,Canada,Quebec,Simpsonland,Premium,30-08-2024,0,36.25,Laptop,3,24-01-2026 22:11
user_00344,kenneth10@example.com,Evan,Hodge,31,Female,USA,Missouri,Fordberg,Standard,20-02-2023,0,25.56,Tablet,1,24-01-2026 06:55
user_00345,cruzhannah@example.net,Kenneth,Wolfe,31,Unknown,USA,North Carolina,New Nicoleton,Premium1,01-04-2025,1,37.8,Smart TV,1,24-01-2026 22:01
user_00346,diazgregory@example.net,Ann,Taylor,35,Female,Canada,Saskatchewan,New Daniel,Standard,18-10-2024,0,15.16,Tablet,3,24-01-2026 06:23
user_00348,lopeznicole@example.org,Peter,Roberts,39,Unknown,USA,Georgia,East Joshuaberg,Premium,13-01-2023,1,15.1,Gaming Console,3,24-01-2026 21:39
user_00350,swatkins@example.net,Stephen,Villanueva,37,Unknown,Canada,Nova Scotia,Port Jordan,Premium1,13-09-2023,1,10,Laptop,4,24-01-2026 00:59
user_00355,frhodes@example.net,James,Morrison,35,Female,USA,Michigan,Raymondchester,Basic,29-09-2023,1,40.56,Tablet,8,24-01-2026 13:21
user_00359,anthonyhubbard@example.com,Carol,Perkins,33,Female,USA,Illinois,Courtneyfort,Basic,15-09-2023,0,10.87,Gaming Console,6,24-01-2026 15:31
user_00361,monique44@example.net,Cody,Morrow,37,Female,USA,North Carolina,New Juan,Premium,27-10-2023,1,2.46,Mobile,4,24-01-2026 00:11
user_00362,mariepope@example.net,Robert,Wilson,26,Female,USA,Washington,South Michaelstad,Basic,13-01-2025,1,6.18,Tablet,1,24-01-2026 16:19
user_00368,melissajacobson@example.com,Harry,Powers,43,Female,USA,Ohio,Millsland,Standard,06-01-2023,1,3.22,Tablet,3,24-01-2026 16:40
user_00369,calvinhester@example.com,Brooke,Martinez,46,Prefer not to say,USA,Indiana,Ramirezshire,Standard,07-11-2024,1,35.06,Tablet,4,24-01-2026 04:58
user_00375,deborahwatkins@example.net,Misty,Morgan,27,Male,USA,New Jersey,Benjaminchester,Premium,21-05-2023,1,44.37,Mobile,3,24-01-2026 12:35
user_00376,uhudson@example.net,Lindsey,Vazquez,45,Unknown,Canada,New Brunswick,Tylermouth,Premium,05-06-2024,1,4.74,Desktop,3,24-01-2026 00:19
user_00377,yreid@example.org,Karl,Evans,64,Female,USA,Tennessee,New Julia,Premium,26-09-2024,1,9.92,Desktop,3,24-01-2026 07:22
user_00378,knightamanda@example.com,Michael,Pearson,41,Male,USA,North Carolina,Ryanside,Premium,09-03-2023,1,13.58,Desktop,3,24-01-2026 16:22
user_00380,jhernandez@example.net,Megan,Flores,31,Female,USA,Indiana,Port Robert,Standard,10-07-2024,0,3.96,Gaming Console,4,24-01-2026 06:28
user_00381,jallen@example.org,John,Marshall,38,Male,Canada,Manitoba,Lucaston,Basic,23-01-2023,1,11.92,Desktop,2,24-01-2026 02:38
user_00391,julie62@example.com,Carol,Acosta,19,Male,USA,Massachusetts,Whiteberg,Standard,16-06-2023,0,9.17,Smart TV,4,24-01-2026 19:25
user_00398,millermariah@example.net,Shawn,Wheeler,38,Female,USA,Wisconsin,Taramouth,Standard,05-06-2025,1,12.54,Gaming Console,2,24-01-2026 03:56
user_00401,avilalisa@example.net,Ryan,Davis,60,Male,USA,Michigan,Rhodesberg,Standard,01-03-2024,1,9.1,Desktop,5,24-01-2026 23:27
user_00403,marshalljennifer@example.com,Jonathan,Mack,60,Female,USA,New Jersey,Lake Dorothyburgh,Premium,10-02-2025,1,5.72,Mobile,3,24-01-2026 00:27
user_00404,brenda77@example.net,Matthew,Clark,27,Male,USA,Missouri,Monicaville,Premium1,09-03-2024,1,9.18,Smart TV,6,24-01-2026 22:41
user_00407,cruiz@example.net,James,Williams,27,Male,USA,Virginia,Lake Melaniechester,Standard,17-02-2025,1,11.51,Laptop,4,24-01-2026 08:39
user_00408,upalmer@example.net,Jesse,Rice,31,Male,USA,New York,Angelaview,Standard,02-04-2025,1,15.33,Desktop,1,24-01-2026 17:30
user_00410,rmoyer@example.net,Laura,Howell,33,Female,USA,New York,Lake Timothyburgh,Standard,20-01-2023,1,31.85,Desktop,3,24-01-2026 11:08
user_00413,jacksondavid@example.org,Eric,Erickson,38,Female,Canada,Manitoba,East Deborahmouth,Standard,14-12-2022,1,13.59,Tablet,4,24-01-2026 03:01
user_00414,sanchezlisa@example.com,William,Adams,35,Female,Canada,Saskatchewan,Crystalbury,Standard,04-11-2024,1,9.32,Tablet,4,24-01-2026 19:30
user_00415,agutierrez@example.com,Sherry,Thomas,35,Female,Canada,Saskatchewan,North Matthewfurt,Premium1,20-11-2023,1,8.33,Smart TV,2,24-01-2026 23:13
user_00418,marilyntorres@example.com,Jessica,Green,14,Prefer not to say,USA,Georgia,North Katherineville,Basic,24-06-2023,1,28.6,Tablet,4,24-01-2026 13:47
user_00425,leechristine@example.net,Susan,Christensen,21,Male,USA,Michigan,Lake Sharonburgh,Standard,30-05-2023,1,9.6,Laptop,1,24-01-2026 03:54
user_00427,justinwhite@example.org,Kristopher,Gregory,47,Female,USA,New Jersey,Howardton,Premium1,03-10-2023,1,6.85,Tablet,3,24-01-2026 01:01
user_00432,cynthia74@example.org,Matthew,Haley,32,Female,USA,New Jersey,Lake Dennistown,Premium,06-08-2022,1,16.12,Gaming Console,2,24-01-2026 02:27
user_00437,brandonhull@example.net,Leslie,Lee,19,Male,USA,Georgia,Lake Jeremiahchester,Basic,03-05-2025,1,2.56,Tablet,3,24-01-2026 06:36
user_00441,danielsmith@example.net,Brittany,Strong,67,Female,USA,New Jersey,Michaelfort,Standard,21-02-2023,1,432.82,Gaming Console,1,24-01-2026 17:49
user_00445,coxcharles@example.org,Douglas,Lee,33,Female,USA,New Jersey,North Jamesport,Premium,29-03-2023,0,4.16,Tablet,3,24-01-2026 08:29
user_00447,wilsonnicole@example.org,James,Benson,34,Female,Canada,Prince Edward Island,Rowlandbury,Basic,15-11-2024,1,20.39,Laptop,3,24-01-2026 01:12
user_00448,markbrown@example.com,Melissa,Clark,32,Male,USA,Maryland,Gibbsland,Premium1,10-02-2024,1,10.72,Tablet,1,24-01-2026 11:40
user_00449,marcbrooks@example.net,Jennifer,Wells,28,Unknown,USA,Missouri,East Jeffreyborough,Premium,05-03-2025,1,25.88,Desktop,2,24-01-2026 06:45
